cli_document,churn,prob_churn,dias_desde_ultima,n_pedidos,ticket_total,tipo_cliente,canal,uf
CLI_CDA508C9,1,0.9999987536031755,297,2,695.53,ANTIGO,Marketplace,SP
CLI_CDA52275,1,0.9999987536031755,413,1,98.92,NOVO,Marketplace,SP
CLI_CDA641A2,1,0.9999987536031755,439,1,215.39,NOVO,Marketplace,GO
CLI_CDA67C36,1,0.9999987536031755,527,1,194.65,NOVO,Marketplace,MG
CLI_CDA971F3,1,0.9999987536031755,302,1,199.8,NOVO,Marketplace,MG
CLI_CDAAA91B,1,0.9999987536031755,382,1,118.64,NOVO,Marketplace,RJ
CLI_CDAC6F43,0,4.568323345512033e-06,204,2,270.28,ANTIGO,Marketplace,RJ
CLI_CDACDEE2,0,4.568323345512033e-06,67,4,513.54,ANTIGO,Marketplace,RS
CLI_CDAFA5FC,0,4.568323345512033e-06,81,2,253.5,ANTIGO,Marketplace,SP
CLI_CDB09EB1,1,0.9999987536031755,236,1,1675.38,NOVO,Marketplace,SP
CLI_CDB191E6,1,0.9999987536031755,482,1,101.03,ANTIGO,Marketplace,RJ
CLI_CDB408E3,0,4.568323345512033e-06,130,2,405.58000000000004,ANTIGO,Marketplace,SP
CLI_CDB6616C,1,0.9999987536031755,319,1,127.88,ANTIGO,Marketplace,SP
CLI_CDB71A00,1,0.9999987536031755,475,1,199.0,ANTIGO,Marketplace,SP
CLI_CDB78AE7,1,0.9999987536031755,291,1,136.13,NOVO,Marketplace,SP
CLI_CDB7D954,1,0.9999987536031755,528,1,108.83,NOVO,Marketplace,SP
CLI_CDB7FBC5,1,0.9999987536031755,525,1,79.53,NOVO,Marketplace,BA
CLI_CDBBD2D4,1,0.9999987536031755,291,1,258.27,NOVO,Marketplace,SP
CLI_CDBBF3D9,1,0.9999987536031755,525,1,78.5,NOVO,Marketplace,RJ
CLI_CDBD72E5,1,0.9999987536031755,460,1,127.88,NOVO,Marketplace,MG
CLI_CDBF3746,1,0.9999987536031755,463,1,1051.53,NOVO,Marketplace,SP
CLI_CDC1157B,0,4.568323345512033e-06,31,2,550.11,ANTIGO,Marketplace,RJ
CLI_CDC2B90D,0,4.568323345512033e-06,54,2,391.16999999999996,ANTIGO,Marketplace,PR
CLI_CDC554BE,1,0.9999987536031755,221,1,170.76,NOVO,Marketplace,GO
CLI_CDC6CF3A,1,0.9999987536031755,316,1,117.21,NOVO,Marketplace,PE
CLI_CDC7921B,1,0.9999987536031755,288,1,138.6,NOVO,Marketplace,RJ
CLI_CDC85CAC,1,0.9999987536031755,367,1,150.0,NOVO,Marketplace,RS
CLI_CDC8A038,1,0.9999987536031755,473,1,198.4,NOVO,Marketplace,RJ
CLI_CDC8B924,1,0.9999987536031755,483,1,154.55,NOVO,Marketplace,SC
CLI_CDCC9296,0,4.568323345512033e-06,32,4,774.29,ANTIGO,Marketplace,PI
CLI_CDCD7C34,0,4.568323345512033e-06,75,2,235.3,ANTIGO,Marketplace,SP
CLI_CDCDFDD0,0,4.568323345512033e-06,80,7,3606.5099999999998,ANTIGO,Marketplace,RJ
CLI_CDD337E4,1,0.9999987536031755,534,1,130.72,NOVO,Marketplace,SC
CLI_CDD36F96,0,4.568323345512033e-06,207,3,977.39,ANTIGO,Marketplace,RJ
CLI_CDD4D86A,1,0.9999987536031755,343,1,326.9,NOVO,Marketplace,SP
CLI_CDD63F01,1,0.9999987536031755,322,1,148.91,ANTIGO,Marketplace,RJ
CLI_CDD6DA18,1,0.9999987536031755,394,1,359.01,NOVO,Marketplace,SP
CLI_CDDB91D7,1,0.9999987536031755,447,1,100.91,ANTIGO,Marketplace,RS
CLI_CDDBFB4E,1,0.9999987536031755,461,1,287.88,NOVO,Fulfillment,SP
CLI_CDDDE83C,1,0.9999987536031755,546,1,119.18,NOVO,Marketplace,MS
CLI_CDDE3DA0,1,0.9999987536031755,331,1,134.9,NOVO,Fulfillment,SP
CLI_CDE0FA4F,1,0.9999987536031755,453,1,579.73,ANTIGO,Marketplace,SP
CLI_CDE65DE5,1,0.9999987536031755,485,1,168.27,ANTIGO,Marketplace,SP
CLI_CDE76D53,1,0.9999987536031755,369,1,230.0,ANTIGO,Marketplace,PR
CLI_CDE7C0DE,1,0.9999987536031755,314,1,170.35,NOVO,Marketplace,SP
CLI_CDEBC6EB,0,4.568323345512033e-06,157,3,320.87,ANTIGO,Marketplace,SP
CLI_CDEF0C70,1,0.9999987536031755,250,1,230.78,NOVO,Marketplace,RJ
CLI_CDEFA24B,1,0.9999987536031755,274,2,406.19,ANTIGO,Marketplace,SP
CLI_CDF02572,1,0.9999987536031755,450,1,159.81,ANTIGO,Marketplace,SP
CLI_CDF1765A,1,0.9999987536031755,251,1,298.0,ANTIGO,Marketplace,SP
CLI_CDF26E4A,1,0.9999987536031755,228,1,111.81,NOVO,Marketplace,SP
CLI_CDF497D9,1,0.9999987536031755,313,1,274.49,NOVO,Marketplace,SC
CLI_CDF65794,1,0.9999987536031755,276,1,279.9,NOVO,Marketplace,MG
CLI_CDF6A055,0,4.568323345512033e-06,56,2,481.69,ANTIGO,Marketplace,SE
CLI_CDF853E0,0,4.568323345512033e-06,68,2,334.54,ANTIGO,Marketplace,SC
CLI_CDF873FB,1,0.9999987536031755,243,1,117.79,NOVO,Marketplace,PR
CLI_CDF8FD23,1,0.9999987536031755,464,1,128.05,NOVO,Marketplace,SP
CLI_CDFF7637,1,0.9999987536031755,400,1,368.16,ANTIGO,Marketplace,RJ
CLI_CDFFA6F5,1,0.9999987536031755,489,1,128.11,NOVO,Marketplace,SP
CLI_CE0367EF,1,0.9999987536031755,478,1,167.83,NOVO,Marketplace,SP
CLI_CE06072F,1,0.9999987536031755,240,1,567.84,NOVO,Marketplace,SP
CLI_CE087A63,1,0.9999987536031755,483,1,301.32,NOVO,Marketplace,SP
CLI_CE0E0248,1,0.9999987536031755,422,2,329.68,ANTIGO,Marketplace,SP
CLI_CE0F9E69,1,0.9999987536031755,261,1,199.75,NOVO,Marketplace,RJ
CLI_CE134899,1,0.9999987536031755,251,3,517.29,ANTIGO,Marketplace,RS
CLI_CE1553E8,0,4.568323345512033e-06,102,2,231.5,ANTIGO,Marketplace,SP
CLI_CE19B381,1,0.9999987536031755,463,1,475.7,ANTIGO,Marketplace,MT
CLI_CE1A517D,1,0.9999987536031755,419,1,152.63,NOVO,Marketplace,GO
CLI_CE1AE1E2,1,0.9999987536031755,449,1,159.58,NOVO,Fulfillment,ES
CLI_CE24B6A1,1,0.9999987536031755,228,2,250.16,ANTIGO,Marketplace,SP
CLI_CE274BB9,1,0.9999987536031755,498,1,209.79,NOVO,Marketplace,SP
CLI_CE2CD958,1,0.9999987536031755,291,2,308.6,ANTIGO,Marketplace,DF
CLI_CE2D7C42,0,4.568323345512033e-06,207,2,274.73,ANTIGO,Marketplace,RS
CLI_CE2E22D6,1,0.9999987536031755,475,1,181.25,NOVO,Marketplace,MG
CLI_CE2F529D,1,0.9999987536031755,235,1,96.62,NOVO,Marketplace,SP
CLI_CE323036,1,0.9999987536031755,542,1,547.8,NOVO,Marketplace,RJ
CLI_CE33E4D0,1,0.9999987536031755,420,1,146.86,ANTIGO,Marketplace,SP
CLI_CE3B33AC,1,0.9999987536031755,403,1,230.32,ANTIGO,Marketplace,SP
CLI_CE4330F3,1,0.9999987536031755,262,1,142.8,NOVO,Marketplace,SP
CLI_CE449584,1,0.9999987536031755,240,1,145.19,NOVO,Marketplace,RJ
CLI_CE4ACD68,1,0.9999987536031755,417,1,69.65,NOVO,Fulfillment,SP
CLI_CE4C3BA2,1,0.9999987536031755,417,1,127.88,NOVO,Marketplace,SP
CLI_CE4C9CE8,1,0.9999987536031755,402,1,119.96,NOVO,Marketplace,RJ
CLI_CE4DE374,1,0.9999987536031755,419,1,246.42,ANTIGO,Marketplace,SP
CLI_CE4EF549,1,0.9999987536031755,469,1,134.83,NOVO,Marketplace,RJ
CLI_CE50188C,1,0.9999987536031755,242,1,146.29,NOVO,Marketplace,RJ
CLI_CE515232,1,0.9999987536031755,473,1,271.76,ANTIGO,Marketplace,SP
CLI_CE54BED0,1,0.9999987536031755,519,1,248.43,NOVO,Marketplace,SP
CLI_CE57ED45,1,0.9999987536031755,461,1,238.9,NOVO,Marketplace,SP
CLI_CE585A92,1,0.9999987536031755,244,1,112.0,NOVO,Marketplace,RJ
CLI_CE592B70,0,4.568323345512033e-06,195,3,768.13,ANTIGO,Marketplace,PE
CLI_CE5AAF81,1,0.9999987536031755,470,1,132.17,NOVO,Marketplace,PR
CLI_CE5D1478,1,0.9999987536031755,345,3,777.0,ANTIGO,Marketplace,SP
CLI_CE60E19C,0,4.568323345512033e-06,97,3,922.53,ANTIGO,Marketplace,RJ
CLI_CE61AA74,1,0.9999987536031755,335,2,395.99,ANTIGO,Marketplace,MG
CLI_CE694F85,1,0.9999987536031755,363,1,743.6,NOVO,Marketplace,MG
CLI_CE696513,1,0.9999987536031755,473,1,159.84,NOVO,Marketplace,GO
CLI_CE69B28F,1,0.9999987536031755,498,1,154.04,NOVO,Marketplace,PR
CLI_CE69FD4F,1,0.9999987536031755,368,1,234.08,NOVO,Marketplace,MG
CLI_CE6BB7C0,1,0.9999987536031755,471,1,189.8,NOVO,Marketplace,SP
CLI_CE768548,1,0.9999987536031755,498,1,139.86,ANTIGO,Marketplace,RS
CLI_CE78995D,1,0.9999987536031755,534,1,127.88,NOVO,Marketplace,SP
CLI_CE7BBB30,1,0.9999987536031755,462,1,232.55,NOVO,Marketplace,ES
CLI_CE7C1A53,1,0.9999987536031755,236,2,378.09,ANTIGO,Marketplace,MT
CLI_CE7CC5DE,1,0.9999987536031755,296,1,135.89,NOVO,Marketplace,BA
CLI_CE7D3B50,1,0.9999987536031755,273,2,689.31,ANTIGO,Marketplace,RJ
CLI_CE7DDAB5,0,4.568323345512033e-06,74,2,475.51,ANTIGO,Marketplace,RJ
CLI_CE7F77A7,1,0.9999987536031755,332,1,136.49,NOVO,Marketplace,PE
CLI_CE83EF25,1,0.9999987536031755,467,1,69.31,NOVO,Marketplace,SP
CLI_CE83F45E,0,4.568323345512033e-06,33,5,1214.6,ANTIGO,Marketplace,SP
CLI_CE85ED04,1,0.9999987536031755,248,1,395.39,ANTIGO,Marketplace,SP
CLI_CE88B180,1,0.9999987536031755,546,1,125.61,NOVO,Marketplace,SP
CLI_CE890568,1,0.9999987536031755,350,1,44.0,NOVO,Marketplace,RJ
CLI_CE8D0B40,1,0.9999987536031755,342,1,134.91,NOVO,Fulfillment,SP
CLI_CE8EF85D,1,0.9999987536031755,404,1,527.05,NOVO,Marketplace,SP
CLI_CE91DD7C,0,4.568323345512033e-06,147,2,313.12,ANTIGO,Marketplace,SP
CLI_CE92F8E1,1,0.9999987536031755,410,1,256.7,NOVO,Marketplace,RO
CLI_CE937E95,1,0.9999987536031755,247,2,512.9,ANTIGO,Marketplace,SP
CLI_CE9714E2,0,4.568323345512033e-06,7,2,677.63,ANTIGO,Marketplace,SP
CLI_CE976CCB,1,0.9999987536031755,357,1,317.8,ANTIGO,Marketplace,RJ
CLI_CE9B52F7,1,0.9999987536031755,408,1,214.93,NOVO,Marketplace,SP
CLI_CE9DAC6C,1,0.9999987536031755,473,1,134.94,NOVO,Marketplace,PR
CLI_CEA192AE,1,0.9999987536031755,509,1,191.2,NOVO,Fulfillment,SP
CLI_CEA1B72A,1,0.9999987536031755,475,1,459.37,ANTIGO,Marketplace,SP
CLI_CEA1CD84,0,4.568323345512033e-06,47,8,2309.73,ANTIGO,Marketplace,SP
CLI_CEA45E67,1,0.9999987536031755,473,1,344.24,NOVO,Marketplace,BA
CLI_CEA5091A,1,0.9999987536031755,426,1,338.66,NOVO,Marketplace,RJ
CLI_CEA57936,1,0.9999987536031755,289,1,113.7,NOVO,Marketplace,SP
CLI_CEA74905,1,0.9999987536031755,426,2,391.51,ANTIGO,Marketplace,RS
CLI_CEA8F7C4,0,4.568323345512033e-06,14,3,1510.6599999999999,ANTIGO,Marketplace,SP
CLI_CEA9BA02,0,4.568323345512033e-06,46,3,656.87,ANTIGO,Marketplace,SP
CLI_CEAAD121,1,0.9999987536031755,383,1,357.73,NOVO,Marketplace,SP
CLI_CEAE10B7,1,0.9999987536031755,473,1,132.77,NOVO,Marketplace,SP
CLI_CEAEB021,1,0.9999987536031755,403,1,92.64,NOVO,Marketplace,SP
CLI_CEAFF579,1,0.9999987536031755,291,1,200.54,ANTIGO,Marketplace,MG
CLI_CEB0579B,1,0.9999987536031755,411,1,148.6,NOVO,Fulfillment,SP
CLI_CEB342DB,1,0.9999987536031755,464,1,147.93,ANTIGO,Marketplace,SP
CLI_CEB7460E,1,0.9999987536031755,498,1,139.86,ANTIGO,Marketplace,SP
CLI_CEB816E6,1,0.9999987536031755,452,2,630.5500000000001,ANTIGO,Marketplace,PA
CLI_CEB83E05,1,0.9999987536031755,250,4,972.27,ANTIGO,Marketplace,SP
CLI_CEBE9B2E,1,0.9999987536031755,396,1,120.21,NOVO,Marketplace,SP
CLI_CEBF9154,0,4.568323345512033e-06,71,4,911.29,ANTIGO,Marketplace,SP
CLI_CEC16FF9,0,4.568323345512033e-06,138,3,714.15,ANTIGO,Marketplace,PR
CLI_CEC713E0,1,0.9999987536031755,435,1,149.9,NOVO,Fulfillment,SP
CLI_CEC792E3,1,0.9999987536031755,294,1,128.01,NOVO,Marketplace,SP
CLI_CEC7D1BA,0,4.568323345512033e-06,32,2,930.3299999999999,ANTIGO,Marketplace,RJ
CLI_CECB3A49,1,0.9999987536031755,347,1,116.47,NOVO,Marketplace,SP
CLI_CECE219D,1,0.9999987536031755,403,1,167.94,NOVO,Marketplace,SP
CLI_CECE9A4C,1,0.9999987536031755,263,1,381.33,NOVO,Marketplace,GO
CLI_CECF224D,1,0.9999987536031755,320,1,114.51,NOVO,Marketplace,SC
CLI_CED3A636,1,0.9999987536031755,450,1,177.94,NOVO,Marketplace,TO
CLI_CED84E8B,1,0.9999987536031755,287,5,1160.49,ANTIGO,Marketplace,RJ
CLI_CEDAB215,1,0.9999987536031755,407,1,208.9,NOVO,Marketplace,MG
CLI_CEDDCAD5,1,0.9999987536031755,292,2,411.05,ANTIGO,Marketplace,ES
CLI_CEDDF0E5,1,0.9999987536031755,473,1,120.62,NOVO,Marketplace,RJ
CLI_CEDFB01F,0,4.568323345512033e-06,192,5,612.8,ANTIGO,Marketplace,PB
CLI_CEE4D48A,1,0.9999987536031755,469,1,225.32,NOVO,Fulfillment,PA
CLI_CEE4F88D,1,0.9999987536031755,462,1,232.86,ANTIGO,Marketplace,SP
CLI_CEE800CE,1,0.9999987536031755,518,1,259.0,NOVO,Marketplace,RJ
CLI_CEE869FA,0,4.568323345512033e-06,188,5,1287.38,ANTIGO,Marketplace,SP
CLI_CEEB6D62,1,0.9999987536031755,281,1,71.17,NOVO,Marketplace,MG
CLI_CEEC764C,1,0.9999987536031755,334,1,274.49,NOVO,Marketplace,SC
CLI_CEED18C4,0,4.568323345512033e-06,74,2,364.84000000000003,ANTIGO,Marketplace,PR
CLI_CEEF2F74,1,0.9999987536031755,403,1,403.84,NOVO,Marketplace,RJ
CLI_CEF5B9FC,1,0.9999987536031755,329,1,108.9,NOVO,Marketplace,SE
CLI_CEFD6311,1,0.9999987536031755,462,1,478.0,NOVO,Fulfillment,RJ
CLI_CEFEA19F,0,4.568323345512033e-06,80,2,282.11,ANTIGO,Marketplace,ES
CLI_CEFF17B4,1,0.9999987536031755,244,1,269.91,NOVO,Marketplace,SP
CLI_CF02CEAA,1,0.9999987536031755,410,2,584.9300000000001,ANTIGO,Marketplace,MG
CLI_CF06D219,1,0.9999987536031755,223,1,71.93,NOVO,Marketplace,MA
CLI_CF071843,1,0.9999987536031755,405,1,57.96,NOVO,Marketplace,MG
CLI_CF0AA448,1,0.9999987536031755,359,1,241.13,NOVO,Marketplace,SP
CLI_CF0BE68A,1,0.9999987536031755,441,1,143.61,NOVO,Marketplace,SP
CLI_CF0BE6F1,1,0.9999987536031755,422,1,143.76,NOVO,Marketplace,SP
CLI_CF1092E4,1,0.9999987536031755,461,1,199.8,NOVO,Marketplace,RJ
CLI_CF13FE61,1,0.9999987536031755,406,1,122.53,ANTIGO,Marketplace,SP
CLI_CF1503D3,0,4.568323345512033e-06,103,4,1379.78,ANTIGO,Marketplace,RJ
CLI_CF1530D8,1,0.9999987536031755,240,1,180.72,NOVO,Marketplace,SP
CLI_CF1A87FC,1,0.9999987536031755,525,1,418.8,NOVO,Marketplace,SP
CLI_CF1D3355,1,0.9999987536031755,402,2,270.48,NOVO,Marketplace,RJ
CLI_CF20690B,1,0.9999987536031755,452,1,467.7,NOVO,Marketplace,RJ
CLI_CF21B6D6,1,0.9999987536031755,489,1,414.8,NOVO,Marketplace,RJ
CLI_CF2AA91B,1,0.9999987536031755,266,1,175.39,NOVO,Marketplace,SP
CLI_CF2B1CFA,0,4.568323345512033e-06,130,2,314.5,ANTIGO,Marketplace,RJ
CLI_CF2B5872,0,4.568323345512033e-06,52,3,517.69,ANTIGO,Marketplace,MG
CLI_CF306954,1,0.9999987536031755,276,3,479.08,ANTIGO,Marketplace,MG
CLI_CF31A456,1,0.9999987536031755,284,1,84.9,NOVO,Marketplace,RJ
CLI_CF32FC3C,1,0.9999987536031755,418,1,264.81,ANTIGO,Marketplace,SP
CLI_CF34A39D,1,0.9999987536031755,478,1,254.23,NOVO,Marketplace,SP
CLI_CF3785F6,1,0.9999987536031755,479,1,117.6,NOVO,Marketplace,MG
CLI_CF378B82,0,4.568323345512033e-06,43,8,2650.65,ANTIGO,Marketplace,SP
CLI_CF384F36,1,0.9999987536031755,296,1,146.03,NOVO,Marketplace,PE
CLI_CF39DAD1,0,4.568323345512033e-06,31,4,899.89,ANTIGO,Marketplace,RJ
CLI_CF3D6D79,0,4.568323345512033e-06,201,2,305.35,ANTIGO,Marketplace,PE
CLI_CF3D7026,1,0.9999987536031755,273,2,263.42,ANTIGO,Marketplace,RJ
CLI_CF3DD549,1,0.9999987536031755,402,3,495.78999999999996,ANTIGO,Marketplace,PR
CLI_CF3FB812,1,0.9999987536031755,505,1,119.18,NOVO,Marketplace,RS
CLI_CF3FE1E0,0,4.568323345512033e-06,79,3,1190.08,ANTIGO,Marketplace,MS
CLI_CF4158DA,1,0.9999987536031755,304,1,473.6,NOVO,Marketplace,SP
CLI_CF43D667,1,0.9999987536031755,402,1,121.08,ANTIGO,Marketplace,MG
CLI_CF43F38C,1,0.9999987536031755,487,1,143.82,ANTIGO,Marketplace,SP
CLI_CF448471,1,0.9999987536031755,502,1,127.91,NOVO,Marketplace,SP
CLI_CF52E00A,1,0.9999987536031755,422,1,88.62,NOVO,Marketplace,MG
CLI_CF566396,0,4.568323345512033e-06,20,2,367.75,ANTIGO,Marketplace,SP
CLI_CF57E604,1,0.9999987536031755,525,1,138.21,ANTIGO,Marketplace,DF
CLI_CF58AA2C,1,0.9999987536031755,283,1,264.57,NOVO,Marketplace,SC
CLI_CF590E4F,1,0.9999987536031755,421,2,229.77,ANTIGO,Marketplace,RJ
CLI_CF59412E,1,0.9999987536031755,474,1,129.77,NOVO,Marketplace,PR
CLI_CF597AF7,0,4.568323345512033e-06,69,5,1936.43,ANTIGO,Marketplace,ES
CLI_CF5C4E8F,1,0.9999987536031755,445,1,153.05,NOVO,Marketplace,MG
CLI_CF5EA95B,1,0.9999987536031755,404,1,211.63,NOVO,Marketplace,RJ
CLI_CF613D8D,1,0.9999987536031755,540,1,127.88,NOVO,Marketplace,SP
CLI_CF639A38,0,4.568323345512033e-06,21,8,903.1200000000001,ANTIGO,Marketplace,RS
CLI_CF63E101,1,0.9999987536031755,420,1,239.76,ANTIGO,Marketplace,MG
CLI_CF64E8FC,0,4.568323345512033e-06,140,2,246.84,ANTIGO,Marketplace,RJ
CLI_CF657660,1,0.9999987536031755,525,1,130.63,NOVO,Marketplace,PR
CLI_CF679AA1,1,0.9999987536031755,402,1,123.8,NOVO,Marketplace,DF
CLI_CF6BF1C4,1,0.9999987536031755,498,1,139.86,ANTIGO,Marketplace,RJ
CLI_CF6F7C99,0,4.568323345512033e-06,48,2,227.35000000000002,ANTIGO,Marketplace,GO
CLI_CF709578,1,0.9999987536031755,482,1,229.86,NOVO,Marketplace,SP
CLI_CF7428DD,1,0.9999987536031755,459,1,148.01,ANTIGO,Marketplace,SP
CLI_CF76A8AA,1,0.9999987536031755,332,1,135.82,ANTIGO,Marketplace,RJ
CLI_CF77BAED,1,0.9999987536031755,363,1,462.54,NOVO,Marketplace,BA
CLI_CF786CA9,1,0.9999987536031755,507,1,136.12,NOVO,Marketplace,MG
CLI_CF787522,1,0.9999987536031755,223,1,71.93,NOVO,Marketplace,MG
CLI_CF79A788,1,0.9999987536031755,341,1,227.7,NOVO,Marketplace,RN
CLI_CF7C3311,1,0.9999987536031755,505,1,461.62,NOVO,Marketplace,MG
CLI_CF805386,1,0.9999987536031755,470,1,134.91,NOVO,Marketplace,SP
CLI_CF836D32,0,4.568323345512033e-06,165,2,194.26999999999998,ANTIGO,Marketplace,RJ
CLI_CF87C180,0,4.568323345512033e-06,47,2,695.9000000000001,ANTIGO,Marketplace,RJ
CLI_CF88F546,1,0.9999987536031755,473,1,155.0,NOVO,Marketplace,SC
CLI_CF89FA80,1,0.9999987536031755,452,1,103.96,NOVO,Marketplace,MG
CLI_CF8E055E,1,0.9999987536031755,422,1,125.9,NOVO,Marketplace,SC
CLI_CF919D52,1,0.9999987536031755,235,1,279.59,NOVO,Marketplace,ES
CLI_CF91AB27,1,0.9999987536031755,519,1,212.53,ANTIGO,Marketplace,RS
CLI_CF92C9CB,1,0.9999987536031755,536,1,644.06,NOVO,Marketplace,SP
CLI_CF93434C,1,0.9999987536031755,535,1,93.62,NOVO,Marketplace,MG
CLI_CF972B5F,1,0.9999987536031755,290,1,98.66,NOVO,Marketplace,RJ
CLI_CF9B2D01,1,0.9999987536031755,381,2,588.81,ANTIGO,Marketplace,SP
CLI_CF9EDBEA,1,0.9999987536031755,223,1,119.92,NOVO,Marketplace,RS
CLI_CF9F172C,0,4.568323345512033e-06,33,4,627.83,ANTIGO,Marketplace,RJ
CLI_CFA0517F,1,0.9999987536031755,235,1,132.84,NOVO,Marketplace,RJ
CLI_CFA40290,1,0.9999987536031755,342,2,532.16,ANTIGO,Marketplace,CE
CLI_CFA522D5,0,4.568323345512033e-06,46,5,1324.92,ANTIGO,Marketplace,SP
CLI_CFA9921B,1,0.9999987536031755,417,1,92.64,NOVO,Marketplace,SP
CLI_CFA9C517,1,0.9999987536031755,415,1,239.26,ANTIGO,Marketplace,SP
CLI_CFAAFC45,1,0.9999987536031755,533,1,143.01,NOVO,Marketplace,RJ
CLI_CFADEDCB,1,0.9999987536031755,473,1,159.84,ANTIGO,Marketplace,SP
CLI_CFADF660,1,0.9999987536031755,316,2,274.9,ANTIGO,Marketplace,GO
CLI_CFAFA9C6,1,0.9999987536031755,420,2,257.0,ANTIGO,Marketplace,MG
CLI_CFB0EDF5,1,0.9999987536031755,399,1,302.72,NOVO,Marketplace,SP
CLI_CFB20FFD,1,0.9999987536031755,344,2,417.24,ANTIGO,Marketplace,RJ
CLI_CFB42D71,1,0.9999987536031755,525,1,289.9,NOVO,Marketplace,SP
CLI_CFB4AE81,1,0.9999987536031755,457,1,220.41,NOVO,Marketplace,SP
CLI_CFB5D293,1,0.9999987536031755,432,1,235.52,ANTIGO,Marketplace,RS
CLI_CFB99234,0,4.568323345512033e-06,103,2,153.25,ANTIGO,Marketplace,MG
CLI_CFBA6E40,1,0.9999987536031755,498,1,78.94,NOVO,Marketplace,SP
CLI_CFBC429F,1,0.9999987536031755,469,1,238.33,NOVO,Marketplace,AP
CLI_CFBCD570,1,0.9999987536031755,391,1,55.66,NOVO,Marketplace,SP
CLI_CFC153C1,1,0.9999987536031755,462,1,278.8,ANTIGO,Marketplace,RJ
CLI_CFC43653,1,0.9999987536031755,419,1,93.85,NOVO,Marketplace,SP
CLI_CFC56C7C,1,0.9999987536031755,243,1,160.99,NOVO,Marketplace,SC
CLI_CFC8B5D4,1,0.9999987536031755,313,2,117.5,ANTIGO,Marketplace,RJ
CLI_CFCF5268,1,0.9999987536031755,508,1,349.02,ANTIGO,Marketplace,RO
CLI_CFD1A16C,1,0.9999987536031755,289,1,143.77,NOVO,Marketplace,RJ
CLI_CFD3517D,0,4.568323345512033e-06,49,2,420.62,ANTIGO,Marketplace,SP
CLI_CFD490EF,1,0.9999987536031755,403,1,295.06,NOVO,Marketplace,SP
CLI_CFD62E54,1,0.9999987536031755,510,1,231.28,NOVO,Marketplace,RJ
CLI_CFDA253C,1,0.9999987536031755,413,2,869.13,ANTIGO,Marketplace,SP
CLI_CFDA906F,1,0.9999987536031755,410,2,382.78,ANTIGO,Marketplace,SP
CLI_CFDBD805,1,0.9999987536031755,421,1,95.73,ANTIGO,Marketplace,RS
CLI_CFDBDF40,1,0.9999987536031755,430,1,159.74,NOVO,Marketplace,SP
CLI_CFDCE0CF,1,0.9999987536031755,245,1,105.66,NOVO,Marketplace,RJ
CLI_CFE08962,1,0.9999987536031755,461,1,199.8,NOVO,Marketplace,CE
CLI_CFE3689D,1,0.9999987536031755,508,1,172.12,NOVO,Marketplace,RS
CLI_CFE606A5,1,0.9999987536031755,447,1,250.2,NOVO,Marketplace,MG
CLI_CFE6542D,0,4.568323345512033e-06,188,8,854.87,ANTIGO,Marketplace,MG
CLI_CFE7C4BE,1,0.9999987536031755,405,1,226.77,ANTIGO,Marketplace,RJ
CLI_CFEB08C8,1,0.9999987536031755,538,1,134.1,NOVO,Marketplace,SP
CLI_CFEBCC2B,0,4.568323345512033e-06,51,2,601.99,ANTIGO,Marketplace,SP
CLI_CFEC391E,1,0.9999987536031755,440,1,229.63,NOVO,Marketplace,SP
CLI_CFEC6BA8,1,0.9999987536031755,403,1,222.4,NOVO,Marketplace,MG
CLI_CFEE64F1,1,0.9999987536031755,245,2,122.51,ANTIGO,Marketplace,SP
CLI_CFEE74DD,1,0.9999987536031755,484,1,186.84,NOVO,Marketplace,RJ
CLI_CFF14FC4,1,0.9999987536031755,249,2,538.9,ANTIGO,Marketplace,SP
CLI_CFF36D6A,1,0.9999987536031755,267,1,128.93,NOVO,Marketplace,SP
CLI_CFF47285,1,0.9999987536031755,229,1,143.89,NOVO,Marketplace,RJ
CLI_CFF77E51,0,4.568323345512033e-06,41,2,467.23,ANTIGO,Marketplace,SC
CLI_CFF809C2,1,0.9999987536031755,539,1,79.92,NOVO,Marketplace,RJ
CLI_CFFC8D9D,1,0.9999987536031755,336,1,89.91,NOVO,Marketplace,RS
CLI_D0014BCF,0,4.568323345512033e-06,105,3,285.53999999999996,ANTIGO,Marketplace,RJ
CLI_D002EFFF,1,0.9999987536031755,472,2,267.84999999999997,ANTIGO,Marketplace,MG
CLI_D0031C79,1,0.9999987536031755,291,1,302.96,NOVO,Marketplace,RJ
CLI_D0048438,0,4.568323345512033e-06,21,2,168.54000000000002,ANTIGO,Marketplace,RJ
CLI_D0048A6E,1,0.9999987536031755,250,1,85.6,NOVO,Marketplace,MG
CLI_D004949A,1,0.9999987536031755,498,1,78.63,ANTIGO,Marketplace,SP
CLI_D005D021,1,0.9999987536031755,228,1,141.42,NOVO,Marketplace,MG
CLI_D007A493,1,0.9999987536031755,304,1,78.59,NOVO,Marketplace,SP
CLI_D0091785,1,0.9999987536031755,248,1,212.66,NOVO,Marketplace,MA
CLI_D00CE89F,0,4.568323345512033e-06,66,4,492.73,ANTIGO,Marketplace,PR
CLI_D00D09CF,1,0.9999987536031755,250,1,180.93,ANTIGO,Marketplace,TO
CLI_D00D9000,1,0.9999987536031755,247,3,651.18,ANTIGO,Marketplace,SP
CLI_D00F5D0C,0,4.568323345512033e-06,122,2,179.12,ANTIGO,Marketplace,PR
