cli_document,recencia,frequencia,monetario,R,F,M,rfm_score,rfm_total,segmento
CLI_BA9052C3,21,16,4942.6900000000005,5,5,5,555,15,Skin Glow
CLI_BA91F0F0,372,2,1068.7,2,5,5,255,12,Skin Bloom
CLI_BA93934F,166,2,506.09000000000003,4,5,5,455,14,Skin Glow
CLI_BA943D8B,538,1,79.92,1,2,1,121,4,Skin SOS
CLI_BA957B75,512,2,427.51,1,5,5,155,11,Skin Bloom
CLI_BA970F98,519,1,529.56,1,2,5,125,8,Skin SOS
CLI_BA972301,182,1,172.71,3,2,3,323,8,Skin Bloom
CLI_BA97AD89,498,1,209.79,1,2,3,123,6,Skin SOS
CLI_BA9963D1,47,1,99.02,5,2,1,521,8,Skin Bloom
CLI_BA99D054,509,1,84.92,1,2,1,121,4,Skin SOS
CLI_BA9C6714,291,3,590.9300000000001,3,5,5,355,13,Skin Glow
CLI_BA9CF58A,264,5,1124.13,3,5,5,355,13,Skin Glow
CLI_BA9F38D1,219,1,168.68,3,2,3,323,8,Skin Bloom
CLI_BA9F459E,32,7,1150.16,5,5,5,555,15,Skin Glow
CLI_BAA03393,89,1,313.81,4,2,4,424,10,Skin Bloom
CLI_BAA0FA05,383,1,237.11,2,2,3,223,7,Skin SOS
CLI_BAA32AD3,350,1,290.5,2,2,4,224,8,Skin SOS
CLI_BAA37E44,345,1,306.45,2,2,4,224,8,Skin SOS
CLI_BAA598F5,38,1,825.59,5,2,5,525,12,Skin Bloom
CLI_BAA647D6,83,1,174.93,4,2,3,423,9,Skin Bloom
CLI_BAA64FBB,31,1,127.92,5,2,2,522,9,Skin Bloom
CLI_BAA71230,74,2,502.18,4,5,5,455,14,Skin Glow
CLI_BAA85ED9,181,1,138.36,3,2,2,322,7,Skin Bloom
CLI_BAAAC23C,281,2,257.61,3,5,4,354,12,Skin Glow
CLI_BAAB87C3,498,1,69.93,1,2,1,121,4,Skin SOS
CLI_BAACA2FC,323,1,370.13,2,2,4,224,8,Skin SOS
CLI_BAAE1215,250,1,330.57,3,2,4,324,9,Skin Bloom
CLI_BAB02FDC,236,1,116.89,3,2,1,321,6,Skin Bloom
CLI_BAB148BD,22,3,369.43,5,5,4,554,14,Skin Glow
CLI_BAB14A8A,34,6,919.53,5,5,5,555,15,Skin Glow
CLI_BAB350E5,100,1,140.16,4,2,2,422,8,Skin Bloom
CLI_BAB5812D,54,1,271.84,4,2,4,424,10,Skin Bloom
CLI_BAB72F31,314,1,194.65,2,2,3,223,7,Skin SOS
CLI_BAB8A7C2,281,1,71.17,3,2,1,321,6,Skin Bloom
CLI_BAB9BF95,208,1,184.82,3,2,3,323,8,Skin Bloom
CLI_BABCB0DB,35,1,83.13,5,2,1,521,8,Skin Bloom
CLI_BABD87CC,81,2,288.52,4,5,4,454,13,Skin Glow
CLI_BABFB1F3,159,1,279.0,4,2,4,424,10,Skin Bloom
CLI_BAC0E0B8,55,2,712.3,4,5,5,455,14,Skin Glow
CLI_BAC78D82,394,1,136.13,2,2,2,222,6,Skin SOS
CLI_BAC81FEB,473,1,161.93,1,2,2,122,5,Skin SOS
CLI_BACA1F79,31,1,255.84,5,2,4,524,11,Skin Bloom
CLI_BACE0F10,45,1,81.7,5,2,1,521,8,Skin Bloom
CLI_BACE749E,28,2,2046.79,5,5,5,555,15,Skin Glow
CLI_BACF8221,175,3,549.29,3,5,5,355,13,Skin Glow
CLI_BAD16075,487,1,289.9,1,2,4,124,7,Skin SOS
CLI_BAD18C35,130,3,396.49,4,5,4,454,13,Skin Glow
CLI_BAD27BA8,157,1,139.86,4,2,2,422,8,Skin Bloom
CLI_BAD312F7,446,3,632.01,1,5,5,155,11,Skin Bloom
CLI_BAD41FAF,367,1,381.32,2,2,4,224,8,Skin SOS
CLI_BAD47949,249,1,204.15,3,2,3,323,8,Skin Bloom
CLI_BAD56E8E,140,1,511.86,4,2,5,425,11,Skin Bloom
CLI_BAD6B0AF,535,1,259.0,1,2,4,124,7,Skin SOS
CLI_BAD8DAA3,50,1,324.0,5,2,4,524,11,Skin Bloom
CLI_BAD934C0,404,1,189.8,2,2,3,223,7,Skin SOS
CLI_BADB02C7,505,1,198.32,1,2,3,123,6,Skin SOS
CLI_BADB3B03,525,1,161.75,1,2,2,122,5,Skin SOS
CLI_BADCB906,290,1,108.59,3,2,1,321,6,Skin Bloom
CLI_BADDC1C6,351,1,156.61,2,2,2,222,6,Skin SOS
CLI_BADE5D84,122,1,94.93,4,2,1,421,7,Skin Bloom
CLI_BAE064E3,100,1,143.94,4,2,2,422,8,Skin Bloom
CLI_BAE091D3,523,1,389.39,1,2,4,124,7,Skin SOS
CLI_BAE29218,147,1,136.89,4,2,2,422,8,Skin Bloom
CLI_BAE5C230,525,1,138.91,1,2,2,122,5,Skin SOS
CLI_BAE670ED,421,1,154.53,2,2,2,222,6,Skin SOS
CLI_BAE6D176,421,1,90.92,2,2,1,221,5,Skin SOS
CLI_BAE74100,140,1,130.34,4,2,2,422,8,Skin Bloom
CLI_BAED33BB,429,1,719.82,1,2,5,125,8,Skin SOS
CLI_BAED844D,5,1,77.89,5,2,1,521,8,Skin Bloom
CLI_BAEDAB26,173,1,201.01,3,2,3,323,8,Skin Bloom
CLI_BAEDE77B,130,2,529.97,4,5,5,455,14,Skin Glow
CLI_BAEDF9DD,432,1,264.89,1,2,4,124,7,Skin SOS
CLI_BAF117B4,32,1,237.27,5,2,3,523,10,Skin Bloom
CLI_BAF2135D,107,3,295.72,4,5,4,454,13,Skin Glow
CLI_BAF3ECD7,124,1,159.9,4,2,2,422,8,Skin Bloom
CLI_BAF86995,111,1,317.8,4,2,4,424,10,Skin Bloom
CLI_BAF8AEE3,498,1,69.93,1,2,1,121,4,Skin SOS
CLI_BAFA887E,153,1,199.51,4,2,3,423,9,Skin Bloom
CLI_BAFAEDA6,48,4,458.55,5,5,5,555,15,Skin Glow
CLI_BAFC569B,84,2,377.09000000000003,4,5,4,454,13,Skin Glow
CLI_BAFDA21E,297,1,354.22,3,2,4,324,9,Skin Bloom
CLI_BAFE9960,31,1,189.22,5,2,3,523,10,Skin Bloom
CLI_BAFEA263,421,2,197.24,2,5,3,253,10,Skin Bloom
CLI_BAFF0668,483,1,102.97,1,2,1,121,4,Skin SOS
CLI_BAFFDBB0,372,1,268.02,2,2,4,224,8,Skin SOS
CLI_BB00641F,230,1,149.82,3,2,2,322,7,Skin Bloom
CLI_BB0542A2,518,1,134.91,1,2,2,122,5,Skin SOS
CLI_BB0750AE,194,1,87.11,3,2,1,321,6,Skin Bloom
CLI_BB091768,392,1,150.54,2,2,2,222,6,Skin SOS
CLI_BB09E14D,525,1,149.9,1,2,2,122,5,Skin SOS
CLI_BB0B8A35,39,1,124.81,5,2,1,521,8,Skin Bloom
CLI_BB0CA3EA,379,1,478.16,2,2,5,225,9,Skin SOS
CLI_BB0D0BC3,228,1,172.8,3,2,3,323,8,Skin Bloom
CLI_BB0D9111,486,1,259.78,1,2,4,124,7,Skin SOS
CLI_BB0FA2AC,326,1,266.83,2,2,4,224,8,Skin SOS
CLI_BB1201DF,498,1,279.72,1,2,4,124,7,Skin SOS
CLI_BB179244,162,1,127.01,4,2,1,421,7,Skin Bloom
CLI_BB180B48,127,1,274.9,4,2,4,424,10,Skin Bloom
CLI_BB1DE978,538,1,194.72,1,2,3,123,6,Skin SOS
CLI_BB1E431C,318,1,108.97,2,2,1,221,5,Skin SOS
CLI_BB1E53F5,533,1,238.88,1,2,3,123,6,Skin SOS
CLI_BB20F81A,210,1,223.46,3,2,3,323,8,Skin Bloom
CLI_BB21752B,316,1,158.86,2,2,2,222,6,Skin SOS
CLI_BB22E377,11,1,254.4,5,2,4,524,11,Skin Bloom
CLI_BB27C914,48,4,850.35,5,5,5,555,15,Skin Glow
CLI_BB2AFE79,83,1,66.38,4,2,1,421,7,Skin Bloom
CLI_BB2C4766,32,1,179.4,5,2,3,523,10,Skin Bloom
CLI_BB2C8B10,305,1,267.63,3,2,4,324,9,Skin Bloom
CLI_BB2CE854,307,1,108.6,3,2,1,321,6,Skin Bloom
CLI_BB2D05F1,33,1,211.17,5,2,3,523,10,Skin Bloom
CLI_BB2D9071,107,1,303.16,4,2,4,424,10,Skin Bloom
CLI_BB2F7974,498,1,69.93,1,2,1,121,4,Skin SOS
CLI_BB30E545,148,1,133.17,4,2,2,422,8,Skin Bloom
CLI_BB31786E,209,1,255.31,3,2,4,324,9,Skin Bloom
CLI_BB330ED6,336,1,213.8,2,2,3,223,7,Skin SOS
CLI_BB3432ED,33,1,138.67,5,2,2,522,9,Skin Bloom
CLI_BB34BFE5,273,2,577.78,3,5,5,355,13,Skin Glow
CLI_BB3919BD,51,1,135.92,5,2,2,522,9,Skin Bloom
CLI_BB3BCA9E,25,1,130.8,5,2,2,522,9,Skin Bloom
CLI_BB3CC48E,139,2,247.47000000000003,4,5,3,453,12,Skin Glow
CLI_BB3D7522,57,1,185.01,4,2,3,423,9,Skin Bloom
CLI_BB439F1F,433,2,596.26,1,5,5,155,11,Skin Bloom
CLI_BB45DF07,55,1,332.1,4,2,4,424,10,Skin Bloom
CLI_BB4A3831,266,2,473.8,3,5,5,355,13,Skin Glow
CLI_BB4D704D,338,1,329.7,2,2,4,224,8,Skin SOS
CLI_BB4DA154,33,2,610.4200000000001,5,5,5,555,15,Skin Glow
CLI_BB4E4A54,433,1,244.9,1,2,3,123,6,Skin SOS
CLI_BB4E852C,498,1,87.35,1,2,1,121,4,Skin SOS
CLI_BB512F44,95,1,189.06,4,2,3,423,9,Skin Bloom
CLI_BB52275A,511,1,106.08,1,2,1,121,4,Skin SOS
CLI_BB54538E,460,1,158.83,1,2,2,122,5,Skin SOS
CLI_BB57CDB8,240,1,164.67,3,2,3,323,8,Skin Bloom
CLI_BB5C3AF4,337,4,631.86,2,5,5,255,12,Skin Bloom
CLI_BB5D3A67,251,1,159.9,3,2,2,322,7,Skin Bloom
CLI_BB5D7CD6,202,1,75.76,3,2,1,321,6,Skin Bloom
CLI_BB5E2522,36,1,140.33,5,2,2,522,9,Skin Bloom
CLI_BB60D07C,463,1,141.44,1,2,2,122,5,Skin SOS
CLI_BB614409,107,1,243.04,4,2,3,423,9,Skin Bloom
CLI_BB68D09D,137,2,225.59,4,5,3,453,12,Skin Glow
CLI_BB6CB55B,47,1,66.93,5,2,1,521,8,Skin Bloom
CLI_BB6D900F,202,1,140.56,3,2,2,322,7,Skin Bloom
CLI_BB73F861,181,1,121.93,3,2,1,321,6,Skin Bloom
CLI_BB740F95,130,1,298.35,4,2,4,424,10,Skin Bloom
CLI_BB74CFFB,79,1,139.86,4,2,2,422,8,Skin Bloom
CLI_BB74FE81,458,1,223.05,1,2,3,123,6,Skin SOS
CLI_BB769F64,226,1,249.52,3,2,3,323,8,Skin Bloom
CLI_BB771F24,298,2,375.8,3,5,4,354,12,Skin Glow
CLI_BB778ACD,33,1,145.35,5,2,2,522,9,Skin Bloom
CLI_BB7C7CA6,190,1,156.72,3,2,2,322,7,Skin Bloom
CLI_BB7E431F,545,1,128.19,1,2,2,122,5,Skin SOS
CLI_BB7F92BB,32,3,371.2,5,5,4,554,14,Skin Glow
CLI_BB7FF491,347,1,134.91,2,2,2,222,6,Skin SOS
CLI_BB806E55,276,1,151.74,3,2,2,322,7,Skin Bloom
CLI_BB80AF6F,60,2,296.68,4,5,4,454,13,Skin Glow
CLI_BB80D65F,498,1,69.93,1,2,1,121,4,Skin SOS
CLI_BB81D69A,48,1,121.5,5,2,1,521,8,Skin Bloom
CLI_BB820BE8,442,1,282.96,1,2,4,124,7,Skin SOS
CLI_BB834B04,129,1,215.9,4,2,3,423,9,Skin Bloom
CLI_BB838A4D,45,1,210.62,5,2,3,523,10,Skin Bloom
CLI_BB855D69,342,1,328.9,2,2,4,224,8,Skin SOS
CLI_BB857BD9,232,1,245.59,3,2,3,323,8,Skin Bloom
CLI_BB87B818,426,1,299.01,1,2,4,124,7,Skin SOS
CLI_BB8932C4,288,2,717.9300000000001,3,5,5,355,13,Skin Glow
CLI_BB8A6BEF,422,1,148.37,2,2,2,222,6,Skin SOS
CLI_BB8CE40B,391,1,177.41,2,2,3,223,7,Skin SOS
CLI_BB8D1D0E,283,1,127.88,3,2,1,321,6,Skin Bloom
CLI_BB8E51C1,129,1,81.7,4,2,1,421,7,Skin Bloom
CLI_BB8EC352,300,1,107.65,3,2,1,321,6,Skin Bloom
CLI_BB8EE9C6,56,2,184.07999999999998,4,5,3,453,12,Skin Glow
CLI_BB8FC2A4,435,1,164.43,1,2,3,123,6,Skin SOS
CLI_BB909B35,38,1,62.41,5,2,1,521,8,Skin Bloom
CLI_BB915D3C,37,4,1308.81,5,5,5,555,15,Skin Glow
CLI_BB9220B2,502,1,145.21,1,2,2,122,5,Skin SOS
CLI_BB932BE5,29,1,133.87,5,2,2,522,9,Skin Bloom
CLI_BB9369A5,85,1,88.33,4,2,1,421,7,Skin Bloom
CLI_BB945228,265,2,231.47,3,5,3,353,11,Skin Glow
CLI_BB94C8A2,244,3,471.88,3,5,5,355,13,Skin Glow
CLI_BB95D306,373,1,149.9,2,2,2,222,6,Skin SOS
CLI_BB96BE7A,180,1,438.12,3,2,5,325,10,Skin Bloom
CLI_BB9A72AD,207,1,204.8,3,2,3,323,8,Skin Bloom
CLI_BB9AA2FB,127,2,618.45,4,5,5,455,14,Skin Glow
CLI_BB9CC7F6,291,1,451.04,3,2,5,325,10,Skin Bloom
CLI_BB9E95B5,377,1,241.78,2,2,3,223,7,Skin SOS
CLI_BB9EB023,261,1,159.9,3,2,2,322,7,Skin Bloom
CLI_BB9EDE24,264,2,497.65999999999997,3,5,5,355,13,Skin Glow
CLI_BBA075AE,342,1,318.8,2,2,4,224,8,Skin SOS
CLI_BBA11A13,403,1,143.33,2,2,2,222,6,Skin SOS
CLI_BBA341B6,105,2,338.92999999999995,4,5,4,454,13,Skin Glow
CLI_BBA611FE,256,1,111.48,3,2,1,321,6,Skin Bloom
CLI_BBA63C3E,161,1,161.41,4,2,2,422,8,Skin Bloom
CLI_BBA768A6,204,2,649.53,3,5,5,355,13,Skin Glow
CLI_BBA79E22,449,1,161.02,1,2,2,122,5,Skin SOS
CLI_BBA8A962,498,1,279.72,1,2,4,124,7,Skin SOS
CLI_BBA8DF23,420,1,189.8,2,2,3,223,7,Skin SOS
CLI_BBAB6CEC,173,1,119.92,3,2,1,321,6,Skin Bloom
CLI_BBABAC98,437,1,147.7,1,2,2,122,5,Skin SOS
CLI_BBAC0E52,147,1,279.8,4,2,4,424,10,Skin Bloom
CLI_BBADE036,32,1,117.84,5,2,1,521,8,Skin Bloom
CLI_BBAF0392,95,1,137.15,4,2,2,422,8,Skin Bloom
CLI_BBAFA520,247,2,913.45,3,5,5,355,13,Skin Glow
CLI_BBB130F6,508,1,207.01,1,2,3,123,6,Skin SOS
CLI_BBB36B0E,32,1,94.61,5,2,1,521,8,Skin Bloom
CLI_BBB3E298,358,1,313.94,2,2,4,224,8,Skin SOS
CLI_BBB71FBC,296,1,138.6,3,2,2,322,7,Skin Bloom
CLI_BBB877FE,532,1,182.41,1,2,3,123,6,Skin SOS
CLI_BBBD01DE,173,1,163.2,3,2,3,323,8,Skin Bloom
CLI_BBC00AEA,403,1,246.32,2,2,3,223,7,Skin SOS
CLI_BBC2AAEE,544,1,89.26,1,2,1,121,4,Skin SOS
CLI_BBC37B39,474,1,128.19,1,2,2,122,5,Skin SOS
CLI_BBC81BEE,299,1,268.02,3,2,4,324,9,Skin Bloom
CLI_BBC8377A,275,1,257.01,3,2,4,324,9,Skin Bloom
CLI_BBC8490A,51,2,350.24,5,5,4,554,14,Skin Glow
CLI_BBC92693,32,4,479.17,5,5,5,555,15,Skin Glow
CLI_BBCAE660,401,1,484.72,2,2,5,225,9,Skin SOS
CLI_BBCDDAFF,462,1,103.96,1,2,1,121,4,Skin SOS
CLI_BBCDE267,214,1,468.2,3,2,5,325,10,Skin Bloom
CLI_BBCE94D8,231,2,616.55,3,5,5,355,13,Skin Glow
CLI_BBCECE7A,102,2,156.25,4,5,2,452,11,Skin Glow
CLI_BBCFB55B,518,1,46.21,1,2,1,121,4,Skin SOS
CLI_BBD14C3C,442,1,99.1,1,2,1,121,4,Skin SOS
CLI_BBD1DA3D,286,1,190.4,3,2,3,323,8,Skin Bloom
CLI_BBD20709,128,1,117.22,4,2,1,421,7,Skin Bloom
CLI_BBD2837B,520,1,134.99,1,2,2,122,5,Skin SOS
CLI_BBD3422A,178,1,160.0,3,2,2,322,7,Skin Bloom
CLI_BBD76213,430,1,168.51,1,2,3,123,6,Skin SOS
CLI_BBD7B62D,79,3,585.33,4,5,5,455,14,Skin Glow
CLI_BBD8119E,504,1,223.2,1,2,3,123,6,Skin SOS
CLI_BBD8ED11,249,2,447.64,3,5,5,355,13,Skin Glow
CLI_BBD9B24F,423,1,219.98,2,2,3,223,7,Skin SOS
CLI_BBDACBF1,464,1,133.96,1,2,2,122,5,Skin SOS
CLI_BBDB998B,46,4,501.58,5,5,5,555,15,Skin Glow
CLI_BBDE4BF1,517,1,45.0,1,2,1,121,4,Skin SOS
CLI_BBE055CC,369,3,258.83,2,5,4,254,11,Skin Bloom
CLI_BBE0DB9E,415,1,168.85,2,2,3,223,7,Skin SOS
CLI_BBE2C399,85,1,81.41,4,2,1,421,7,Skin Bloom
CLI_BBE32801,53,2,348.16999999999996,4,5,4,454,13,Skin Glow
CLI_BBE3366A,48,2,146.23000000000002,5,5,2,552,12,Skin Glow
CLI_BBE4BFE1,441,1,157.2,1,2,2,122,5,Skin SOS
CLI_BBE5F3C7,132,2,465.57000000000005,4,5,5,455,14,Skin Glow
CLI_BBE78A06,60,10,3185.75,4,5,5,455,14,Skin Glow
CLI_BBEA5A9B,33,2,336.32,5,5,4,554,14,Skin Glow
CLI_BBEC249E,200,1,112.93,3,2,1,321,6,Skin Bloom
CLI_BBEF6181,396,1,88.93,2,2,1,221,5,Skin SOS
CLI_BBF1667D,484,1,476.73,1,2,5,125,8,Skin SOS
CLI_BBF37A61,31,1,44.04,5,2,1,521,8,Skin Bloom
CLI_BBF5440C,32,1,174.02,5,2,3,523,10,Skin Bloom
CLI_BBF63416,37,1,151.31,5,2,2,522,9,Skin Bloom
CLI_BBF6BE2F,64,2,276.93,4,5,4,454,13,Skin Glow
CLI_BBF9C77D,79,1,143.14,4,2,2,422,8,Skin Bloom
CLI_BBFA02F9,498,1,78.86,1,2,1,121,4,Skin SOS
CLI_BBFA671A,205,1,240.23,3,2,3,323,8,Skin Bloom
CLI_BBFC751E,281,1,158.6,3,2,2,322,7,Skin Bloom
CLI_BBFE1BE1,439,1,136.12,1,2,2,122,5,Skin SOS
CLI_BBFE8F5C,385,1,159.0,2,2,2,222,6,Skin SOS
CLI_BBFF3D4E,419,1,229.42,2,2,3,223,7,Skin SOS
CLI_BBFF5352,377,1,225.57,2,2,3,223,7,Skin SOS
CLI_BBFFBD2A,216,1,173.76,3,2,3,323,8,Skin Bloom
CLI_BBFFE741,508,1,202.98,1,2,3,123,6,Skin SOS
CLI_BC0117FC,10,2,463.90999999999997,5,5,5,555,15,Skin Glow
CLI_BC02C6D8,156,1,341.01,4,2,4,424,10,Skin Bloom
CLI_BC055223,361,1,58.41,2,2,1,221,5,Skin SOS
CLI_BC05DDC3,420,1,88.93,2,2,1,221,5,Skin SOS
CLI_BC060656,54,2,289.22,4,5,4,454,13,Skin Glow
CLI_BC06F257,142,2,594.98,4,5,5,455,14,Skin Glow
CLI_BC080257,345,6,728.55,2,5,5,255,12,Skin Bloom
CLI_BC08A2A9,83,2,582.63,4,5,5,455,14,Skin Glow
CLI_BC08B774,379,1,127.7,2,2,1,221,5,Skin SOS
CLI_BC09544E,339,1,287.9,2,2,4,224,8,Skin SOS
CLI_BC096556,46,2,221.77,5,5,3,553,13,Skin Glow
CLI_BC0B5184,498,1,279.72,1,2,4,124,7,Skin SOS
CLI_BC0BEAEF,194,1,487.87,3,2,5,325,10,Skin Bloom
CLI_BC0BEC3B,291,2,1020.02,3,5,5,355,13,Skin Glow
CLI_BC10C0E7,457,1,194.65,1,2,3,123,6,Skin SOS
CLI_BC13B66A,517,1,188.1,1,2,3,123,6,Skin SOS
CLI_BC153B72,470,1,264.42,1,2,4,124,7,Skin SOS
CLI_BC17E7B3,149,1,164.41,4,2,3,423,9,Skin Bloom
CLI_BC19F1D5,430,1,127.6,1,2,1,121,4,Skin SOS
CLI_BC1B2EFF,435,1,133.62,1,2,2,122,5,Skin SOS
CLI_BC1F72A3,108,2,678.5,4,5,5,455,14,Skin Glow
CLI_BC24AE6A,32,1,176.3,5,2,3,523,10,Skin Bloom
CLI_BC250063,503,1,127.88,1,2,1,121,4,Skin SOS
CLI_BC25B5FF,369,1,105.72,2,2,1,221,5,Skin SOS
CLI_BC2739CF,32,12,4061.99,5,5,5,555,15,Skin Glow
CLI_BC284A2C,434,1,167.47,1,2,3,123,6,Skin SOS
CLI_BC284AA0,274,1,107.22,3,2,1,321,6,Skin Bloom
CLI_BC28B489,496,1,241.37,1,2,3,123,6,Skin SOS
CLI_BC29B291,483,1,135.06,1,2,2,122,5,Skin SOS
CLI_BC29D694,58,1,194.46,4,2,3,423,9,Skin Bloom
CLI_BC2C776D,5,1,104.49,5,2,1,521,8,Skin Bloom
CLI_BC2DFB5B,30,11,4583.17,5,5,5,555,15,Skin Glow
CLI_BC2E9F9B,440,1,129.08,1,2,2,122,5,Skin SOS
CLI_BC2F224C,252,1,149.82,3,2,2,322,7,Skin Bloom
CLI_BC2F2AF7,91,1,99.52,4,2,1,421,7,Skin Bloom
CLI_BC2F3704,502,1,139.44,1,2,2,122,5,Skin SOS
CLI_BC3126A3,333,2,533.64,2,5,5,255,12,Skin Bloom
CLI_BC318ECE,33,1,718.7,5,2,5,525,12,Skin Bloom
CLI_BC31CC51,297,1,130.91,3,2,2,322,7,Skin Bloom
CLI_BC334A52,174,1,158.87,3,2,2,322,7,Skin Bloom
CLI_BC34310E,473,1,193.55,1,2,3,123,6,Skin SOS
CLI_BC345727,356,1,331.7,2,2,4,224,8,Skin SOS
CLI_BC36289E,196,1,129.96,3,2,2,322,7,Skin Bloom
CLI_BC38ACD3,34,1,404.06,5,2,4,524,11,Skin Bloom
CLI_BC3C4670,459,1,139.0,1,2,2,122,5,Skin SOS
CLI_BC3DE415,129,3,285.06,4,5,4,454,13,Skin Glow
CLI_BC3F7684,130,1,66.43,4,2,1,421,7,Skin Bloom
CLI_BC410D8E,509,1,84.92,1,2,1,121,4,Skin SOS
CLI_BC41C6D2,32,1,126.65,5,2,1,521,8,Skin Bloom
CLI_BC427CA8,196,1,99.92,3,2,1,321,6,Skin Bloom
CLI_BC44850D,156,1,144.92,4,2,2,422,8,Skin Bloom
CLI_BC44FE32,15,1,331.8,5,2,4,524,11,Skin Bloom
CLI_BC455E8D,30,1,73.36,5,2,1,521,8,Skin Bloom
CLI_BC47CDD2,14,1,170.99,5,2,3,523,10,Skin Bloom
CLI_BC480890,66,1,130.55,4,2,2,422,8,Skin Bloom
CLI_BC49FD9D,355,2,313.62,2,5,4,254,11,Skin Bloom
CLI_BC4DE622,84,1,132.64,4,2,2,422,8,Skin Bloom
CLI_BC4E6C0A,508,1,139.9,1,2,2,122,5,Skin SOS
CLI_BC52BE76,236,1,331.15,3,2,4,324,9,Skin Bloom
CLI_BC533098,459,1,167.6,1,2,3,123,6,Skin SOS
CLI_BC55C432,352,1,152.71,2,2,2,222,6,Skin SOS
CLI_BC55F336,210,2,264.8,3,5,4,354,12,Skin Glow
CLI_BC56EBE2,416,2,733.0699999999999,2,5,5,255,12,Skin Bloom
CLI_BC56EC89,384,1,145.6,2,2,2,222,6,Skin SOS
CLI_BC573321,34,1,213.87,5,2,3,523,10,Skin Bloom
CLI_BC59F7F5,302,1,215.62,3,2,3,323,8,Skin Bloom
CLI_BC5B1886,48,1,200.79,5,2,3,523,10,Skin Bloom
CLI_BC5D1C7D,34,1,71.41,5,2,1,521,8,Skin Bloom
CLI_BC5DE6CA,398,1,117.7,2,2,1,221,5,Skin SOS
CLI_BC5E0029,111,1,228.83,4,2,3,423,9,Skin Bloom
CLI_BC5E605E,523,1,143.01,1,2,2,122,5,Skin SOS
CLI_BC5FD87C,337,3,419.58,2,5,5,255,12,Skin Bloom
CLI_BC607C63,505,1,143.11,1,2,2,122,5,Skin SOS
CLI_BC61088A,355,1,122.62,2,2,1,221,5,Skin SOS
CLI_BC684FE7,31,2,853.12,5,5,5,555,15,Skin Glow
CLI_BC68AA4B,261,1,369.0,3,2,4,324,9,Skin Bloom
CLI_BC697DA8,479,1,165.28,1,2,3,123,6,Skin SOS
CLI_BC6B84BC,139,2,437.90999999999997,4,5,5,455,14,Skin Glow
CLI_BC6C3FC4,124,2,192.13,4,5,3,453,12,Skin Glow
CLI_BC6D98B6,496,1,127.89,1,2,2,122,5,Skin SOS
CLI_BC6F79C1,402,1,83.14,2,2,1,221,5,Skin SOS
CLI_BC767A42,140,1,223.86,4,2,3,423,9,Skin Bloom
CLI_BC774400,30,1,453.18,5,2,5,525,12,Skin Bloom
CLI_BC77E0EB,74,2,525.3499999999999,4,5,5,455,14,Skin Glow
CLI_BC78BF28,380,1,109.9,2,2,1,221,5,Skin SOS
CLI_BC7A048F,49,2,379.70000000000005,5,5,4,554,14,Skin Glow
CLI_BC7A8E3F,281,1,194.1,3,2,3,323,8,Skin Bloom
CLI_BC7B6C2F,275,2,453.0,3,5,5,355,13,Skin Glow
CLI_BC7D70EB,410,1,297.42,2,1,4,214,7,Skin SOS
CLI_BC82D3FD,419,1,167.3,2,1,3,213,6,Skin SOS
CLI_BC840258,49,5,1201.93,5,5,5,555,15,Skin Glow
CLI_BC86481E,370,1,152.38,2,1,2,212,5,Skin SOS
CLI_BC86CE7C,291,1,278.32,3,1,4,314,8,Skin Bloom
CLI_BC87EBDF,474,1,116.13,1,1,1,111,3,Skin SOS
CLI_BC8A7B8B,473,1,239.7,1,1,3,113,5,Skin SOS
CLI_BC8D0239,74,1,75.43,4,1,1,411,6,Skin Bloom
CLI_BC8E00F3,32,2,762.36,5,5,5,555,15,Skin Glow
CLI_BC92DDAB,143,1,605.22,4,1,5,415,10,Skin Bloom
CLI_BC935750,315,2,319.93,2,5,4,254,11,Skin Bloom
CLI_BC949759,347,2,442.1,2,5,5,255,12,Skin Bloom
CLI_BC96A2E3,196,1,467.32,3,1,5,315,9,Skin Bloom
CLI_BC97255C,371,1,212.94,2,1,3,213,6,Skin SOS
CLI_BC980395,503,1,149.9,1,1,2,112,4,Skin SOS
CLI_BCA0794E,15,1,137.58,5,1,2,512,8,Skin Bloom
CLI_BCA0974B,323,1,167.6,2,1,3,213,6,Skin SOS
CLI_BCA27498,125,1,114.27,4,1,1,411,6,Skin Bloom
CLI_BCA5D7C1,81,2,697.89,4,5,5,455,14,Skin Glow
CLI_BCA71E94,281,1,165.65,3,1,3,313,7,Skin Bloom
CLI_BCA730E1,50,1,249.76,5,1,3,513,9,Skin Bloom
CLI_BCA755B4,234,1,171.89,3,1,3,313,7,Skin Bloom
CLI_BCA7577D,78,1,223.86,4,1,3,413,8,Skin Bloom
CLI_BCAA9328,516,1,83.62,1,1,1,111,3,Skin SOS
CLI_BCAB0C78,423,1,251.91,2,1,4,214,7,Skin SOS
CLI_BCACAF3D,516,1,71.91,1,1,1,111,3,Skin SOS
CLI_BCAD5E29,421,1,84.62,2,1,1,211,4,Skin SOS
CLI_BCAF35FE,253,1,106.93,3,1,1,311,5,Skin Bloom
CLI_BCB1C52E,34,2,355.72,5,5,4,554,14,Skin Glow
CLI_BCB32125,403,1,167.88,2,1,3,213,6,Skin SOS
CLI_BCB3CD6B,186,1,520.2,3,1,5,315,9,Skin Bloom
CLI_BCB3D69B,48,4,869.31,5,5,5,555,15,Skin Glow
